"FinancialYear","HBR","HBRQF","AgeGroup","Sex","Dataset","DatasetQF","DischargeCount","DischargeCountQF","DischargeRates","DischargeRatesQF","PatientsCount","PatientCountQF","PatientsRates","PatientRatesQF"
"2016/17","S08000015"," ","18-24 years","Female","Total","d","60"," ","413.62"," ","40"," ","275.75"," "
"2016/17","S08000015"," ","25-39 years","Male","Total","d","400"," ","1424.91"," ","220"," ","783.7"," "
"2016/17","S08000015"," ","25-39 years","Female","Total","d","230"," ","747.72"," ","150"," ","487.65"," "
"2016/17","S08000015"," ","40-64 years","Male","Total","d","760"," ","1220.63"," ","400"," ","642.44"," "
"2016/17","S08000015"," ","40-64 years","Female","Total","d","470"," ","681.46"," ","270"," ","391.47"," "
"2016/17","S08000015"," ","65plus years","Male","Total","d","340"," ","941.98"," ","210"," ","581.81"," "
"2016/17","S08000015"," ","65plus years","Female","Total","d","360"," ","812.51"," ","220"," ","496.54"," "
"2016/17","S08000016"," ","0-17 years","Male","Total","d","20"," ","183.49"," ","20"," ","183.49"," "
"2016/17","S08000016"," ","0-17 years","Female","Total","d","20"," ","188.55"," ","10"," ","94.28"," "
"2016/17","S08000016"," ","18-24 years","Male","Total","d","20"," ","498.5"," ","20"," ","498.5"," "
"2016/17","S08000016"," ","18-24 years","Female","Total","d","20"," ","510.07"," ","20"," ","510.07"," "
"2016/17","S08000016"," ","25-39 years","Male","Total","d","100"," ","1331.56"," ","60"," ","798.93"," "
"2016/17","S08000016"," ","25-39 years","Female","Total","d","60"," ","739.28"," ","40"," ","492.85"," "
"2016/17","S08000016"," ","40-64 years","Male","Total","d","140"," ","681.53"," ","80"," ","389.45"," "
"2016/17","S08000016"," ","40-64 years","Female","Total","d","90"," ","415.15"," ","60"," ","276.77"," "
"2016/17","S08000016"," ","65plus years","Male","Total","d","100"," ","796.69"," ","60"," ","478.01"," "
"2016/17","S08000016"," ","65plus years","Female","Total","d","180"," ","1225.24"," ","100"," ","680.69"," "
"2016/17","S08000017"," ","0-17 years","Male","Total","d","10"," ","73.12"," ","10"," ","73.12"," "
"2016/17","S08000017"," ","0-17 years","Female","Total","d","20"," ","153.49"," ","20"," ","153.49"," "
"2016/17","S08000017"," ","18-24 years","Male","Total","d","40"," ","714.54"," ","20"," ","357.27"," "
"2016/17","S08000017"," ","18-24 years","Female","Total","d","30"," ","562.85"," ","20"," ","375.23"," "
"2016/17","S08000017"," ","25-39 years","Male","Total","d","80"," ","766.06"," ","50"," ","478.79"," "
"2016/17","S08000017"," ","25-39 years","Female","Total","d","170"," ","1516.37"," ","40"," ","356.79"," "
"2016/17","S08000017"," ","40-64 years","Male","Total","d","270"," ","1052.55"," ","120"," ","467.8"," "
"2016/17","S08000017"," ","40-64 years","Female","Total","d","260"," ","939.58"," ","80"," ","289.1"," "
"2016/17","S08000017"," ","65plus years","Male","Total","d","230"," ","1340.09"," ","110"," ","640.91"," "
"2016/17","S08000017"," ","65plus years","Female","Total","d","390"," ","1975.28"," ","130"," ","658.43"," "
"2016/17","S08000019"," ","0-17 years","Male","Total","d","20"," ","65.15"," ","20"," ","65.15"," "
"2016/17","S08000019"," ","0-17 years","Female","Total","d","30"," ","102.78"," ","30"," ","102.78"," "
"2016/17","S08000019"," ","18-24 years","Male","Total","d","80"," ","562.63"," ","50"," ","351.64"," "
"2016/17","S08000019"," ","18-24 years","Female","Total","d","90"," ","659.05"," ","40"," ","292.91"," "
"2016/17","S08000019"," ","25-39 years","Male","Total","d","300"," ","1155.54"," ","170"," ","654.8"," "
"2016/17","S08000019"," ","25-39 years","Female","Total","d","200"," ","720.67"," ","100"," ","360.33"," "
"2016/17","S08000019"," ","40-64 years","Male","Total","d","440"," ","846.28"," ","280"," ","538.54"," "
"2016/17","S08000019"," ","40-64 years","Female","Total","d","300"," ","549.99"," ","170"," ","311.66"," "
"2016/17","S08000019"," ","65plus years","Male","Total","d","310"," ","1220.38"," ","190"," ","747.97"," "
"2016/17","S08000019"," ","65plus years","Female","Total","d","350"," ","1126.74"," ","220"," ","708.24"," "
"2016/17","S08000020"," ","0-17 years","Male","Total","d","20"," ","34.91"," ","20"," ","34.91"," "
"2016/17","S08000020"," ","0-17 years","Female","Total","d","40"," ","73.46"," ","30"," ","55.1"," "
"2016/17","S08000020"," ","18-24 years","Male","Total","d","120"," ","443.44"," ","80"," ","295.63"," "
"2016/17","S08000020"," ","18-24 years","Female","Total","d","90"," ","337.12"," ","70"," ","262.2"," "
"2016/17","S08000020"," ","25-39 years","Male","Total","d","330"," ","519.14"," ","220"," ","346.09"," "
"2016/17","S08000020"," ","25-39 years","Female","Total","d","230"," ","379.86"," ","160"," ","264.25"," "
"2016/17","S08000020"," ","40-64 years","Male","Total","d","650"," ","665.15"," ","420"," ","429.79"," "
"2016/17","S08000020"," ","40-64 years","Female","Total","d","420"," ","426.83"," ","280"," ","284.56"," "
"2016/17","S08000020"," ","65plus years","Male","Total","d","490"," ","1053.83"," ","320"," ","688.22"," "
"2016/17","S08000020"," ","65plus years","Female","Total","d","530"," ","948.8"," ","360"," ","644.47"," "
"2016/17","S08000022"," ","0-17 years","Male","Total","d","20"," ","64.57"," ","20"," ","64.57"," "
"2016/17","S08000022"," ","0-17 years","Female","Total","d","30"," ","101.86"," ","20"," ","67.91"," "
"2016/17","S08000022"," ","18-24 years","Male","Total","d","80"," ","617.09"," ","60"," ","462.82"," "
"2016/17","S08000022"," ","18-24 years","Female","Total","d","50"," ","471.7"," ","40"," ","377.36"," "
"2016/17","S08000022"," ","25-39 years","Male","Total","d","300"," ","1166.82"," ","180"," ","700.09"," "
"2016/17","S08000022"," ","25-39 years","Female","Total","d","190"," ","743.81"," ","120"," ","469.78"," "
"2016/17","S08000022"," ","40-64 years","Male","Total","d","540"," ","967.79"," ","320"," ","573.51"," "
"2016/17","S08000022"," ","40-64 years","Female","Total","d","370"," ","624.72"," ","250"," ","422.1"," "
"2016/17","S08000022"," ","65plus years","Male","Total","d","360"," ","1100.28"," ","220"," ","672.39"," "
"2016/17","S08000022"," ","65plus years","Female","Total","d","370"," ","950.84"," ","260"," ","668.16"," "
"2016/17","S08000024"," ","0-17 years","Male","Total","d","80"," ","94.19"," ","50"," ","58.87"," "
"2016/17","S08000024"," ","0-17 years","Female","Total","d","100"," ","123.4"," ","70"," ","86.38"," "
"2016/17","S08000024"," ","18-24 years","Male","Total","d","170"," ","405.05"," ","120"," ","285.92"," "
"2016/17","S08000024"," ","18-24 years","Female","Total","d","150"," ","327.15"," ","100"," ","218.1"," "
"2016/17","S08000024"," ","25-39 years","Male","Total","d","610"," ","614.04"," ","390"," ","392.58"," "
"2016/17","S08000024"," ","25-39 years","Female","Total","d","510"," ","491.74"," ","280"," ","269.97"," "
"2016/17","S08000024"," ","40-64 years","Male","Total","d","1010"," ","726.9"," ","630"," ","453.41"," "
"2016/17","S08000024"," ","40-64 years","Female","Total","d","990"," ","693.06"," ","520"," ","364.03"," "
"2016/17","S08000024"," ","65plus years","Male","Total","d","1050"," ","1686.72"," ","550"," ","883.52"," "
"2016/17","S08000024"," ","65plus years","Female","Total","d","1540"," ","1946.56"," ","790"," ","998.56"," "
"2016/17","S08000025"," ","0-17 years","Male","Total","d","0"," ","0"," ","0"," ","0"," "
"2016/17","S08000025"," ","0-17 years","Female","Total","d","0"," ","0"," ","0"," ","0"," "
"2016/17","S08000025"," ","18-24 years","Male","Total","d","0"," ","0"," ","0"," ","0"," "
"2016/17","S08000025"," ","18-24 years","Female","Total","d","0"," ","0"," ","0"," ","0"," "
"2016/17","S08000025"," ","25-39 years","Male","Total","d","10"," ","594.88"," ","0"," ","0"," "
"2016/17","S08000025"," ","25-39 years","Female","Total","d","10"," ","563.06"," ","0"," ","0"," "
"2016/17","S08000025"," ","40-64 years","Male","Total","d","10"," ","252.08"," ","10"," ","252.08"," "
"2016/17","S08000025"," ","40-64 years","Female","Total","d","10"," ","253.61"," ","10"," ","253.61"," "
"2016/17","S08000025"," ","65plus years","Male","Total","d","10"," ","426.62"," ","10"," ","426.62"," "
"2016/17","S08000025"," ","65plus years","Female","Total","d","10"," ","381.24"," ","10"," ","381.24"," "
"2016/17","S08000026"," ","0-17 years","Male","Total","d","0"," ","0"," ","0"," ","0"," "
"2016/17","S08000026"," ","0-17 years","Female","Total","d","0"," ","0"," ","0"," ","0"," "
"2016/17","S08000026"," ","18-24 years","Male","Total","d","10"," ","1017.29"," ","0"," ","0"," "
"2016/17","S08000026"," ","18-24 years","Female","Total","d","10"," ","1240.69"," ","0"," ","0"," "
"2016/17","S08000026"," ","25-39 years","Male","Total","d","10"," ","482.16"," ","10"," ","482.16"," "
"2016/17","S08000026"," ","25-39 years","Female","Total","d","10"," ","491.4"," ","0"," ","0"," "
"2016/17","S08000026"," ","40-64 years","Male","Total","d","30"," ","724.64"," ","20"," ","483.09"," "
"2016/17","S08000026"," ","40-64 years","Female","Total","d","10"," ","252.65"," ","10"," ","252.65"," "
"2016/17","S08000026"," ","65plus years","Male","Total","d","10"," ","476.42"," ","10"," ","476.42"," "
"2016/17","S08000026"," ","65plus years","Female","Total","d","10"," ","434.03"," ","10"," ","434.03"," "
"2016/17","S08000028"," ","0-17 years","Male","Total","d","0"," ","0"," ","0"," ","0"," "
"2016/17","S08000028"," ","0-17 years","Female","Total","d","0"," ","0"," ","0"," ","0"," "
"2016/17","S08000028"," ","18-24 years","Male","Total","d","0"," ","0"," ","0"," ","0"," "
"2016/17","S08000028"," ","18-24 years","Female","Total","d","0"," ","0"," ","0"," ","0"," "
"2016/17","S08000028"," ","25-39 years","Male","Total","d","20"," ","1042.75"," ","10"," ","521.38"," "
"2016/17","S08000028"," ","25-39 years","Female","Total","d","20"," ","989.61"," ","10"," ","494.8"," "
"2016/17","S08000028"," ","40-64 years","Male","Total","d","40"," ","813.34"," ","20"," ","406.67"," "
"2016/17","S08000028"," ","40-64 years","Female","Total","d","40"," ","828.84"," ","20"," ","414.42"," "
"2016/17","S08000028"," ","65plus years","Male","Total","d","40"," ","1330.23"," ","20"," ","665.11"," "
"2016/17","S08000028"," ","65plus years","Female","Total","d","10"," ","275.33"," ","10"," ","275.33"," "
"2016/17","S08000029"," ","0-17 years","Male","Total","d","30"," ","80.66"," ","30"," ","80.66"," "
"2016/17","S08000029"," ","0-17 years","Female","Total","d","30"," ","85.39"," ","20"," ","56.93"," "
"2016/17","S08000029"," ","18-24 years","Male","Total","d","90"," ","544.63"," ","60"," ","363.09"," "
"2016/17","S08000029"," ","18-24 years","Female","Total","d","100"," ","585.14"," ","60"," ","351.08"," "
"2016/17","S08000029"," ","25-39 years","Male","Total","d","310"," ","1001.84"," ","190"," ","614.03"," "
"2016/17","S08000029"," ","25-39 years","Female","Total","d","220"," ","666.69"," ","130"," ","393.95"," "
"2016/17","S08000029"," ","40-64 years","Male","Total","d","480"," ","778.46"," ","270"," ","437.89"," "
"2016/17","S08000029"," ","40-64 years","Female","Total","d","450"," ","690.94"," ","260"," ","399.21"," "
"2016/17","S08000029"," ","65plus years","Male","Total","d","510"," ","1534.71"," ","290"," ","872.68"," "
"2016/17","S08000029"," ","65plus years","Female","Total","d","690"," ","1706.78"," ","380"," ","939.97"," "
"2016/17","S08000030"," ","0-17 years","Male","Total","d","30"," ","76.05"," ","20"," ","50.7"," "
"2016/17","S08000030"," ","0-17 years","Female","Total","d","40"," ","106.97"," ","20"," ","53.48"," "
"2016/17","S08000030"," ","18-24 years","Male","Total","d","130"," ","658.09"," ","80"," ","404.98"," "
"2016/17","S08000030"," ","18-24 years","Female","Total","d","120"," ","617.73"," ","70"," ","360.34"," "
"2016/17","S08000030"," ","25-39 years","Male","Total","d","400"," ","1058.03"," ","250"," ","661.27"," "
"2016/17","S08000030"," ","25-39 years","Female","Total","d","290"," ","757.44"," ","170"," ","444.01"," "
"2016/17","S08000030"," ","40-64 years","Male","Total","d","640"," ","961.77"," ","390"," ","586.08"," "
"2016/17","S08000030"," ","40-64 years","Female","Total","d","480"," ","681.45"," ","280"," ","397.51"," "
"2016/17","S08000030"," ","65plus years","Male","Total","d","690"," ","1787.15"," ","360"," ","932.43"," "
"2016/17","S08000030"," ","65plus years","Female","Total","d","820"," ","1716.88"," ","450"," ","942.19"," "
"2016/17","S08000031"," ","0-17 years","Male","Total","d","80"," ","71.58"," ","70"," ","62.63"," "
"2016/17","S08000031"," ","0-17 years","Female","Total","d","120"," ","112"," ","80"," ","74.66"," "
"2016/17","S08000031"," ","18-24 years","Male","Total","d","350"," ","600.11"," ","240"," ","411.5"," "
"2016/17","S08000031"," ","18-24 years","Female","Total","d","220"," ","373.9"," ","160"," ","271.92"," "
"2016/17","S08000031"," ","25-39 years","Male","Total","d","1660"," ","1308.68"," ","830"," ","654.34"," "
"2016/17","S08000031"," ","25-39 years","Female","Total","d","870"," ","682.93"," ","490"," ","384.64"," "
"2016/17","S08000031"," ","40-64 years","Male","Total","d","3500"," ","1918.72"," ","1600"," ","877.13"," "
"2016/17","S08000031"," ","40-64 years","Female","Total","d","1890"," ","954.19"," ","1020"," ","514.96"," "
"2016/17","S08000031"," ","65plus years","Male","Total","d","1730"," ","2120.1"," ","830"," ","1017.16"," "
"2016/17","S08000031"," ","65plus years","Female","Total","d","1850"," ","1697.67"," ","920"," ","844.25"," "
"2016/17","S08000032"," ","0-17 years","Male","Total","d","60"," ","88.03"," ","40"," ","58.68"," "
"2016/17","S08000032"," ","0-17 years","Female","Total","d","60"," ","91.84"," ","50"," ","76.54"," "
"2016/17","S08000032"," ","18-24 years","Male","Total","d","140"," ","498.72"," ","90"," ","320.6"," "
"2016/17","S08000032"," ","18-24 years","Female","Total","d","90"," ","338.31"," ","50"," ","187.95"," "
"2016/17","S08000032"," ","25-39 years","Male","Total","d","620"," ","1071.77"," ","350"," ","605.03"," "
"2016/17","S08000032"," ","25-39 years","Female","Total","d","360"," ","581.47"," ","230"," ","371.5"," "
"2016/17","S08000032"," ","40-64 years","Male","Total","d","1200"," ","1067.93"," ","650"," ","578.46"," "
"2016/17","S08000032"," ","40-64 years","Female","Total","d","660"," ","548.51"," ","410"," ","340.74"," "
"2016/17","S08000032"," ","65plus years","Male","Total","d","1150"," ","2264.31"," ","480"," ","945.11"," "
"2016/17","S08000032"," ","65plus years","Female","Total","d","1370"," ","2104.97"," ","560"," ","860.43"," "
"2016/17","RA2702"," ","0-17 years","Male","Total","d","0"," "," ",":","0"," "," ",":"
"2016/17","RA2702"," ","0-17 years","Female","Total","d","0"," "," ",":","0"," "," ",":"
"2016/17","RA2702"," ","18-24 years","Male","Total","d","20"," "," ",":","10"," "," ",":"
"2016/17","RA2702"," ","18-24 years","Female","Total","d","30"," "," ",":","20"," "," ",":"
"2016/17","RA2702"," ","25-39 years","Male","Total","d","70"," "," ",":","30"," "," ",":"
"2016/17","RA2702"," ","25-39 years","Female","Total","d","40"," "," ",":","30"," "," ",":"
"2016/17","RA2702"," ","40-64 years","Male","Total","d","80"," "," ",":","60"," "," ",":"
"2016/17","RA2702"," ","40-64 years","Female","Total","d","40"," "," ",":","30"," "," ",":"
"2016/17","RA2702"," ","65plus years","Male","Total","d","20"," "," ",":","20"," "," ",":"
"2016/17","RA2702"," ","65plus years","Female","Total","d","10"," "," ",":","10"," "," ",":"
"2016/17","RA2701"," ","0-17 years","Male","Total","d","0"," "," ",":","0"," "," ",":"
"2016/17","RA2701"," ","0-17 years","Female","Total","d","0"," "," ",":","0"," "," ",":"
"2016/17","RA2701"," ","18-24 years","Male","Total","d","30"," "," ",":","20"," "," ",":"
"2016/17","RA2701"," ","18-24 years","Female","Total","d","0"," "," ",":","0"," "," ",":"
"2016/17","RA2701"," ","25-39 years","Male","Total","d","100"," "," ",":","60"," "," ",":"
"2016/17","RA2701"," ","25-39 years","Female","Total","d","30"," "," ",":","20"," "," ",":"
"2016/17","RA2701"," ","40-64 years","Male","Total","d","100"," "," ",":","80"," "," ",":"
"2016/17","RA2701"," ","40-64 years","Female","Total","d","30"," "," ",":","20"," "," ",":"
"2016/17","RA2701"," ","65plus years","Male","Total","d","10"," "," ",":","10"," "," ",":"
"2016/17","RA2701"," ","65plus years","Female","Total","d","0"," "," ",":","0"," "," ",":"
"2016/17","RA2704"," ","0-17 years","Male","Total","d","0"," "," ",":","0"," "," ",":"
"2016/17","RA2704"," ","0-17 years","Female","Total","d","0"," "," ",":","0"," "," ",":"
"2016/17","RA2704"," ","18-24 years","Male","Total","d","10"," "," ",":","10"," "," ",":"
"2016/17","RA2704"," ","18-24 years","Female","Total","d","10"," "," ",":","0"," "," ",":"
"2016/17","RA2704"," ","25-39 years","Male","Total","d","110"," "," ",":","60"," "," ",":"
"2016/17","RA2704"," ","25-39 years","Female","Total","d","10"," "," ",":","10"," "," ",":"
"2016/17","RA2704"," ","40-64 years","Male","Total","d","100"," "," ",":","60"," "," ",":"
"2016/17","RA2704"," ","40-64 years","Female","Total","d","20"," "," ",":","10"," "," ",":"
"2016/17","RA2704"," ","65plus years","Male","Total","d","20"," "," ",":","10"," "," ",":"
"2016/17","RA2704"," ","65plus years","Female","Total","d","0"," "," ",":","0"," "," ",":"
"2016/17","RA2703"," ","0-17 years","Male","Total","d","0"," "," ",":","0"," "," ",":"
"2016/17","RA2703"," ","0-17 years","Female","Total","d","0"," "," ",":","0"," "," ",":"
"2016/17","RA2703"," ","18-24 years","Male","Total","d","0"," "," ",":","0"," "," ",":"
"2016/17","RA2703"," ","18-24 years","Female","Total","d","0"," "," ",":","0"," "," ",":"
"2016/17","RA2703"," ","25-39 years","Male","Total","d","10"," "," ",":","10"," "," ",":"
"2016/17","RA2703"," ","25-39 years","Female","Total","d","0"," "," ",":","0"," "," ",":"
