"FinancialYear","HBR","HBRQF","SIMD","Dataset","DatasetQF","DischargeCount","DischargeCountQF","DischargeRates","DischargeRatesQF","PatientsCount","PatientCountQF","PatientsRates","PatientRatesQF","HospitalResidentsCount","HospitalResidentsCountQF","HospitalResidentsRates","HospitalResidentsRatesQF"
"2002/03","S08000026"," ",5,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2002/03","S08000030"," ",1,"SMR04"," ","570"," ","860.81"," ","400"," ","604.07"," ","90"," ","135.92"," "
"2002/03","S08000030"," ",2,"SMR04"," ","500"," ","812.92"," ","360"," ","585.3"," ","90"," ","146.32"," "
"2002/03","S08000030"," ",3,"SMR04"," ","370"," ","542.05"," ","270"," ","395.55"," ","70"," ","102.55"," "
"2002/03","S08000030"," ",4,"SMR04"," ","570"," ","474.9"," ","420"," ","349.92"," ","160"," ","133.3"," "
"2002/03","S08000030"," ",5,"SMR04"," ","240"," ","331.95"," ","190"," ","262.79"," ","70"," ","96.82"," "
"2002/03","S08000028"," ",1,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2002/03","S08000028"," ",2,"SMR04"," ","80"," ","593.34"," ","50"," ","370.84"," ","20"," ","148.33"," "
"2002/03","S08000028"," ",3,"SMR04"," ","110"," ","854.9"," ","60"," ","466.31"," ","20"," ","155.44"," "
"2002/03","S08000028"," ",4,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2002/03","S08000028"," ",5,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2003/04","S08000015"," ",1,"SMR04"," ","720"," ","881.58"," ","500"," ","612.2"," ","120"," ","146.93"," "
"2003/04","S08000015"," ",2,"SMR04"," ","680"," ","622.06"," ","480"," ","439.1"," ","100"," ","91.48"," "
"2003/04","S08000015"," ",3,"SMR04"," ","290"," ","428.62"," ","210"," ","310.38"," ","60"," ","88.68"," "
"2003/04","S08000015"," ",4,"SMR04"," ","160"," ","286.16"," ","120"," ","214.62"," ","40"," ","71.54"," "
"2003/04","S08000015"," ",5,"SMR04"," ","140"," ","263.35"," ","100"," ","188.1"," ","30"," ","56.43"," "
"2003/04","S08000016"," ",1,"SMR04"," ","30"," ","976.24"," ","30"," ","976.24"," ","0"," ","0"," "
"2003/04","S08000016"," ",2,"SMR04"," ","50"," ","759.3"," ","30"," ","455.58"," ","0"," ","0"," "
"2003/04","S08000016"," ",3,"SMR04"," ","300"," ","838.06"," ","190"," ","530.77"," ","50"," ","139.68"," "
"2003/04","S08000016"," ",4,"SMR04"," ","290"," ","631.09"," ","180"," ","391.71"," ","60"," ","130.57"," "
"2003/04","S08000016"," ",5,"SMR04"," ","100"," ","588.48"," ","60"," ","353.09"," ","20"," ","117.7"," "
"2003/04","S08000017"," ",1,"SMR04"," ","140"," ","1195.36"," ","100"," ","853.83"," ","10"," ","85.38"," "
"2003/04","S08000017"," ",2,"SMR04"," ","200"," ","667.94"," ","140"," ","467.56"," ","20"," ","66.79"," "
"2003/04","S08000017"," ",3,"SMR04"," ","300"," ","483.86"," ","200"," ","322.58"," ","50"," ","80.64"," "
"2003/04","S08000017"," ",4,"SMR04"," ","130"," ","367.02"," ","90"," ","254.09"," ","40"," ","112.93"," "
"2003/04","S08000017"," ",5,"SMR04"," ","20"," ","227.69"," ","20"," ","227.69"," ","10"," ","113.84"," "
"2003/04","S08000029"," ",1,"SMR04"," ","330"," ","764.23"," ","220"," ","509.48"," ","50"," ","115.79"," "
"2003/04","S08000029"," ",2,"SMR04"," ","500"," ","630.1"," ","350"," ","441.07"," ","100"," ","126.02"," "
"2003/04","S08000029"," ",3,"SMR04"," ","400"," ","514.27"," ","280"," ","359.99"," ","100"," ","128.57"," "
"2003/04","S08000029"," ",4,"SMR04"," ","270"," ","348.96"," ","190"," ","245.56"," ","70"," ","90.47"," "
"2003/04","S08000029"," ",5,"SMR04"," ","160"," ","217.21"," ","120"," ","162.9"," ","40"," ","54.3"," "
"2003/04","S08000019"," ",1,"SMR04"," ","330"," ","876.47"," ","220"," ","584.31"," ","40"," ","106.24"," "
"2003/04","S08000019"," ",2,"SMR04"," ","360"," ","522.4"," ","240"," ","348.27"," ","70"," ","101.58"," "
"2003/04","S08000019"," ",3,"SMR04"," ","310"," ","522.94"," ","210"," ","354.25"," ","60"," ","101.21"," "
"2003/04","S08000019"," ",4,"SMR04"," ","230"," ","342.23"," ","160"," ","238.07"," ","100"," ","148.79"," "
"2003/04","S08000019"," ",5,"SMR04"," ","130"," ","265.42"," ","100"," ","204.17"," ","20"," ","40.83"," "
"2003/04","S08000020"," ",1,"SMR04"," ","140"," ","661.38"," ","110"," ","519.65"," ","30"," ","141.72"," "
"2003/04","S08000020"," ",2,"SMR04"," ","470"," ","792.77"," ","300"," ","506.02"," ","60"," ","101.2"," "
"2003/04","S08000020"," ",3,"SMR04"," ","540"," ","475.85"," ","390"," ","343.67"," ","100"," ","88.12"," "
"2003/04","S08000020"," ",4,"SMR04"," ","630"," ","401.31"," ","470"," ","299.39"," ","180"," ","114.66"," "
"2003/04","S08000020"," ",5,"SMR04"," ","520"," ","291.41"," ","360"," ","201.75"," ","110"," ","61.65"," "
"2003/04","S08000031"," ",1,"SMR04"," ","4220"," ","945.83"," ","2940"," ","658.95"," ","740"," ","165.86"," "
"2003/04","S08000031"," ",2,"SMR04"," ","1180"," ","598.75"," ","880"," ","446.53"," ","310"," ","157.3"," "
"2003/04","S08000031"," ",3,"SMR04"," ","600"," ","428.83"," ","430"," ","307.33"," ","160"," ","114.35"," "
"2003/04","S08000031"," ",4,"SMR04"," ","420"," ","307.66"," ","320"," ","234.4"," ","150"," ","109.88"," "
"2003/04","S08000031"," ",5,"SMR04"," ","380"," ","193.1"," ","300"," ","152.45"," ","130"," ","66.06"," "
"2003/04","S08000022"," ",1,"SMR04"," ","200"," ","1164.82"," ","160"," ","931.86"," ","30"," ","174.72"," "
"2003/04","S08000022"," ",2,"SMR04"," ","480"," ","746.88"," ","360"," ","560.16"," ","70"," ","108.92"," "
"2003/04","S08000022"," ",3,"SMR04"," ","610"," ","550.45"," ","430"," ","388.02"," ","110"," ","99.26"," "
"2003/04","S08000022"," ",4,"SMR04"," ","330"," ","443.51"," ","250"," ","335.99"," ","60"," ","80.64"," "
"2003/04","S08000022"," ",5,"SMR04"," ","120"," ","334.19"," ","90"," ","250.64"," ","20"," ","55.7"," "
"2003/04","S08000032"," ",1,"SMR04"," ","1330"," ","733.71"," ","950"," ","524.08"," ","230"," ","126.88"," "
"2003/04","S08000032"," ",2,"SMR04"," ","900"," ","566"," ","660"," ","415.06"," ","240"," ","150.93"," "
"2003/04","S08000032"," ",3,"SMR04"," ","560"," ","438.41"," ","410"," ","320.98"," ","130"," ","101.77"," "
"2003/04","S08000032"," ",4,"SMR04"," ","250"," ","275.08"," ","180"," ","198.06"," ","60"," ","66.02"," "
"2003/04","S08000032"," ",5,"SMR04"," ","120"," ","175.75"," ","90"," ","131.81"," ","20"," ","29.29"," "
"2003/04","S08000024"," ",1,"SMR04"," ","890"," ","1066.53"," ","630"," ","754.96"," ","110"," ","131.82"," "
"2003/04","S08000024"," ",2,"SMR04"," ","1300"," ","821.02"," ","890"," ","562.08"," ","220"," ","138.94"," "
"2003/04","S08000024"," ",3,"SMR04"," ","820"," ","635.68"," ","580"," ","449.63"," ","150"," ","116.28"," "
"2003/04","S08000024"," ",4,"SMR04"," ","670"," ","460.39"," ","450"," ","309.22"," ","130"," ","89.33"," "
"2003/04","S08000024"," ",5,"SMR04"," ","880"," ","335.12"," ","600"," ","228.49"," ","220"," ","83.78"," "
"2003/04","S08000025"," ",1,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2003/04","S08000025"," ",2,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2003/04","S08000025"," ",3,"SMR04"," ","20"," ","265.89"," ","10"," ","132.94"," ","0"," ","0"," "
"2003/04","S08000025"," ",4,"SMR04"," ","20"," ","249.75"," ","10"," ","124.88"," ","0"," ","0"," "
"2003/04","S08000025"," ",5,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2003/04","S08000026"," ",1,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2003/04","S08000026"," ",2,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2003/04","S08000026"," ",3,"SMR04"," ","20"," ","329.11"," ","10"," ","164.55"," ","0"," ","0"," "
"2003/04","S08000026"," ",4,"SMR04"," ","20"," ","144.63"," ","20"," ","144.63"," ","0"," ","0"," "
"2003/04","S08000026"," ",5,"SMR04"," ","10"," ","486.62"," ","10"," ","486.62"," ","0"," ","0"," "
"2003/04","S08000030"," ",1,"SMR04"," ","600"," ","915.21"," ","430"," ","655.9"," ","80"," ","122.03"," "
"2003/04","S08000030"," ",2,"SMR04"," ","560"," ","913.85"," ","370"," ","603.8"," ","80"," ","130.55"," "
"2003/04","S08000030"," ",3,"SMR04"," ","380"," ","555.86"," ","290"," ","424.21"," ","60"," ","87.77"," "
"2003/04","S08000030"," ",4,"SMR04"," ","550"," ","455.41"," ","420"," ","347.77"," ","170"," ","140.76"," "
"2003/04","S08000030"," ",5,"SMR04"," ","230"," ","316.07"," ","190"," ","261.1"," ","70"," ","96.19"," "
"2003/04","S08000028"," ",1,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2003/04","S08000028"," ",2,"SMR04"," ","90"," ","668.4"," ","60"," ","445.6"," ","20"," ","148.53"," "
"2003/04","S08000028"," ",3,"SMR04"," ","110"," ","848.44"," ","50"," ","385.65"," ","20"," ","154.26"," "
"2003/04","S08000028"," ",4,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2003/04","S08000028"," ",5,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2004/05","S08000015"," ",1,"SMR04"," ","790"," ","925.07"," ","560"," ","655.75"," ","120"," ","140.52"," "
"2004/05","S08000015"," ",2,"SMR04"," ","680"," ","622.44"," ","460"," ","421.06"," ","120"," ","109.84"," "
"2004/05","S08000015"," ",3,"SMR04"," ","260"," ","433.66"," ","180"," ","300.23"," ","60"," ","100.08"," "
"2004/05","S08000015"," ",4,"SMR04"," ","170"," ","309.95"," ","120"," ","218.79"," ","30"," ","54.7"," "
"2004/05","S08000015"," ",5,"SMR04"," ","130"," ","219.96"," ","100"," ","169.2"," ","30"," ","50.76"," "
"2004/05","S08000016"," ",1,"SMR04"," ","40"," ","882.81"," ","30"," ","662.11"," ","0"," ","0"," "
"2004/05","S08000016"," ",2,"SMR04"," ","130"," ","1227.81"," ","80"," ","755.57"," ","30"," ","283.34"," "
"2004/05","S08000016"," ",3,"SMR04"," ","250"," ","776.01"," ","160"," ","496.65"," ","30"," ","93.12"," "
"2004/05","S08000016"," ",4,"SMR04"," ","280"," ","589.87"," ","180"," ","379.2"," ","40"," ","84.27"," "
"2004/05","S08000016"," ",5,"SMR04"," ","100"," ","682.27"," ","60"," ","409.36"," ","20"," ","136.45"," "
"2004/05","S08000017"," ",1,"SMR04"," ","130"," ","1051.27"," ","90"," ","727.8"," ","10"," ","80.87"," "
"2004/05","S08000017"," ",2,"SMR04"," ","210"," ","769.99"," ","140"," ","513.33"," ","40"," ","146.67"," "
"2004/05","S08000017"," ",3,"SMR04"," ","220"," ","386.51"," ","160"," ","281.1"," ","40"," ","70.27"," "
"2004/05","S08000017"," ",4,"SMR04"," ","140"," ","340.86"," ","100"," ","243.47"," ","40"," ","97.39"," "
"2004/05","S08000017"," ",5,"SMR04"," ","20"," ","180.85"," ","20"," ","180.85"," ","10"," ","90.42"," "
"2004/05","S08000029"," ",1,"SMR04"," ","490"," ","774.03"," ","330"," ","521.29"," ","80"," ","126.37"," "
"2004/05","S08000029"," ",2,"SMR04"," ","450"," ","623.8"," ","320"," ","443.59"," ","120"," ","166.35"," "
"2004/05","S08000029"," ",3,"SMR04"," ","320"," ","430.72"," ","220"," ","296.12"," ","60"," ","80.76"," "
"2004/05","S08000029"," ",4,"SMR04"," ","290"," ","375.75"," ","210"," ","272.09"," ","60"," ","77.74"," "
"2004/05","S08000029"," ",5,"SMR04"," ","130"," ","196.58"," ","110"," ","166.33"," ","30"," ","45.36"," "
"2004/05","S08000019"," ",1,"SMR04"," ","350"," ","861.16"," ","230"," ","565.9"," ","40"," ","98.42"," "
"2004/05","S08000019"," ",2,"SMR04"," ","390"," ","533.85"," ","280"," ","383.28"," ","80"," ","109.51"," "
"2004/05","S08000019"," ",3,"SMR04"," ","250"," ","487.27"," ","170"," ","331.35"," ","40"," ","77.96"," "
"2004/05","S08000019"," ",4,"SMR04"," ","250"," ","395.8"," ","180"," ","284.97"," ","50"," ","79.16"," "
"2004/05","S08000019"," ",5,"SMR04"," ","130"," ","233.34"," ","80"," ","143.59"," ","70"," ","125.64"," "
"2004/05","S08000020"," ",1,"SMR04"," ","260"," ","781.74"," ","180"," ","541.21"," ","40"," ","120.27"," "
"2004/05","S08000020"," ",2,"SMR04"," ","370"," ","549.39"," ","270"," ","400.9"," ","70"," ","103.94"," "
"2004/05","S08000020"," ",3,"SMR04"," ","530"," ","418.37"," ","400"," ","315.75"," ","180"," ","142.09"," "
"2004/05","S08000020"," ",4,"SMR04"," ","530"," ","369.37"," ","360"," ","250.89"," ","90"," ","62.72"," "
"2004/05","S08000020"," ",5,"SMR04"," ","390"," ","242.07"," ","290"," ","180"," ","90"," ","55.86"," "
"2004/05","S08000031"," ",1,"SMR04"," ","3700"," ","875"," ","2620"," ","619.59"," ","690"," ","163.17"," "
"2004/05","S08000031"," ",2,"SMR04"," ","1150"," ","597.6"," ","810"," ","420.92"," ","300"," ","155.9"," "
"2004/05","S08000031"," ",3,"SMR04"," ","650"," ","450.5"," ","470"," ","325.75"," ","150"," ","103.96"," "
"2004/05","S08000031"," ",4,"SMR04"," ","500"," ","349.27"," ","360"," ","251.48"," ","180"," ","125.74"," "
"2004/05","S08000031"," ",5,"SMR04"," ","450"," ","215.02"," ","340"," ","162.46"," ","110"," ","52.56"," "
"2004/05","S08000022"," ",1,"SMR04"," ","270"," ","1085.08"," ","210"," ","843.95"," ","30"," ","120.56"," "
"2004/05","S08000022"," ",2,"SMR04"," ","410"," ","718.53"," ","310"," ","543.28"," ","70"," ","122.68"," "
"2004/05","S08000022"," ",3,"SMR04"," ","540"," ","454.84"," ","410"," ","345.34"," ","120"," ","101.08"," "
"2004/05","S08000022"," ",4,"SMR04"," ","330"," ","430.95"," ","240"," ","313.42"," ","70"," ","91.41"," "
"2004/05","S08000022"," ",5,"SMR04"," ","60"," ","215.07"," ","40"," ","143.38"," ","0"," ","0"," "
"2004/05","S08000032"," ",1,"SMR04"," ","1300"," ","782.36"," ","900"," ","541.63"," ","200"," ","120.36"," "
"2004/05","S08000032"," ",2,"SMR04"," ","970"," ","594.4"," ","700"," ","428.95"," ","180"," ","110.3"," "
"2004/05","S08000032"," ",3,"SMR04"," ","550"," ","407.91"," ","400"," ","296.66"," ","170"," ","126.08"," "
"2004/05","S08000032"," ",4,"SMR04"," ","230"," ","250.42"," ","180"," ","195.98"," ","40"," ","43.55"," "
"2004/05","S08000032"," ",5,"SMR04"," ","140"," ","186.58"," ","110"," ","146.6"," ","20"," ","26.65"," "
"2004/05","S08000024"," ",1,"SMR04"," ","990"," ","1037.8"," ","640"," ","670.9"," ","130"," ","136.28"," "
"2004/05","S08000024"," ",2,"SMR04"," ","1290"," ","815.37"," ","860"," ","543.58"," ","190"," ","120.09"," "
"2004/05","S08000024"," ",3,"SMR04"," ","850"," ","693.02"," ","540"," ","440.27"," ","140"," ","114.14"," "
"2004/05","S08000024"," ",4,"SMR04"," ","680"," ","468.92"," ","450"," ","310.32"," ","130"," ","89.65"," "
"2004/05","S08000024"," ",5,"SMR04"," ","820"," ","314.73"," ","570"," ","218.78"," ","170"," ","65.25"," "
"2004/05","S08000025"," ",1,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2004/05","S08000025"," ",2,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2004/05","S08000025"," ",3,"SMR04"," ","20"," ","217.98"," ","20"," ","217.98"," ","0"," ","0"," "
"2004/05","S08000025"," ",4,"SMR04"," ","10"," ","126.45"," ","0"," ","0"," ","0"," ","0"," "
"2004/05","S08000025"," ",5,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2004/05","S08000026"," ",1,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2004/05","S08000026"," ",2,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2004/05","S08000026"," ",3,"SMR04"," ","30"," ","240.67"," ","10"," ","80.22"," ","0"," ","0"," "
"2004/05","S08000026"," ",4,"SMR04"," ","10"," ","165.48"," ","10"," ","165.48"," ","0"," ","0"," "
"2004/05","S08000026"," ",5,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2004/05","S08000030"," ",1,"SMR04"," ","680"," ","953.28"," ","480"," ","672.9"," ","110"," ","154.21"," "
"2004/05","S08000030"," ",2,"SMR04"," ","460"," ","674.62"," ","330"," ","483.96"," ","70"," ","102.66"," "
"2004/05","S08000030"," ",3,"SMR04"," ","310"," ","477.14"," ","230"," ","354.01"," ","100"," ","153.92"," "
"2004/05","S08000030"," ",4,"SMR04"," ","460"," ","389.45"," ","350"," ","296.32"," ","100"," ","84.66"," "
"2004/05","S08000030"," ",5,"SMR04"," ","200"," ","296.01"," ","150"," ","222.01"," ","40"," ","59.2"," "
"2004/05","S08000028"," ",1,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2004/05","S08000028"," ",2,"SMR04"," ","110"," ","624.61"," ","70"," ","397.48"," ","30"," ","170.35"," "
"2004/05","S08000028"," ",3,"SMR04"," ","50"," ","553.16"," ","40"," ","442.53"," ","10"," ","110.63"," "
"2004/05","S08000028"," ",4,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2004/05","S08000028"," ",5,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2005/06","S08000015"," ",1,"SMR04"," ","760"," ","888.84"," ","520"," ","608.15"," ","100"," ","116.95"," "
"2005/06","S08000015"," ",2,"SMR04"," ","640"," ","584.97"," ","470"," ","429.58"," ","110"," ","100.54"," "
"2005/06","S08000015"," ",3,"SMR04"," ","260"," ","431.76"," ","180"," ","298.91"," ","60"," ","99.64"," "
"2005/06","S08000015"," ",4,"SMR04"," ","150"," ","272.5"," ","110"," ","199.83"," ","30"," ","54.5"," "
"2005/06","S08000015"," ",5,"SMR04"," ","140"," ","238"," ","100"," ","170"," ","40"," ","68"," "
"2005/06","S08000016"," ",1,"SMR04"," ","30"," ","653.31"," ","20"," ","435.54"," ","0"," ","0"," "
"2005/06","S08000016"," ",2,"SMR04"," ","100"," ","936.77"," ","70"," ","655.74"," ","20"," ","187.35"," "
"2005/06","S08000016"," ",3,"SMR04"," ","200"," ","615.78"," ","130"," ","400.26"," ","30"," ","92.37"," "
"2005/06","S08000016"," ",4,"SMR04"," ","220"," ","458.97"," ","150"," ","312.94"," ","60"," ","125.17"," "
"2005/06","S08000016"," ",5,"SMR04"," ","80"," ","549.04"," ","60"," ","411.78"," ","10"," ","68.63"," "
"2005/06","S08000017"," ",1,"SMR04"," ","100"," ","803.47"," ","80"," ","642.78"," ","10"," ","80.35"," "
"2005/06","S08000017"," ",2,"SMR04"," ","200"," ","729.87"," ","140"," ","510.91"," ","40"," ","145.97"," "
"2005/06","S08000017"," ",3,"SMR04"," ","220"," ","382.72"," ","170"," ","295.74"," ","40"," ","69.59"," "
"2005/06","S08000017"," ",4,"SMR04"," ","130"," ","314.53"," ","100"," ","241.94"," ","50"," ","120.97"," "
"2005/06","S08000017"," ",5,"SMR04"," ","30"," ","273.8"," ","20"," ","182.53"," ","0"," ","0"," "
"2005/06","S08000029"," ",1,"SMR04"," ","510"," ","806.49"," ","340"," ","537.66"," ","70"," ","110.69"," "
"2005/06","S08000029"," ",2,"SMR04"," ","460"," ","637.38"," ","340"," ","471.1"," ","100"," ","138.56"," "
"2005/06","S08000029"," ",3,"SMR04"," ","340"," ","449.53"," ","250"," ","330.53"," ","70"," ","92.55"," "
"2005/06","S08000029"," ",4,"SMR04"," ","290"," ","373.69"," ","210"," ","270.6"," ","60"," ","77.32"," "
"2005/06","S08000029"," ",5,"SMR04"," ","180"," ","269.45"," ","130"," ","194.6"," ","30"," ","44.91"," "
"2005/06","S08000019"," ",1,"SMR04"," ","310"," ","759.19"," ","200"," ","489.8"," ","30"," ","73.47"," "
"2005/06","S08000019"," ",2,"SMR04"," ","400"," ","542.45"," ","270"," ","366.15"," ","70"," ","94.93"," "
"2005/06","S08000019"," ",3,"SMR04"," ","200"," ","384.95"," ","140"," ","269.46"," ","30"," ","57.74"," "
"2005/06","S08000019"," ",4,"SMR04"," ","220"," ","346.16"," ","160"," ","251.75"," ","40"," ","62.94"," "
"2005/06","S08000019"," ",5,"SMR04"," ","150"," ","264.47"," ","100"," ","176.31"," ","70"," ","123.42"," "
"2005/06","S08000020"," ",1,"SMR04"," ","230"," ","683.3"," ","180"," ","534.76"," ","40"," ","118.84"," "
"2005/06","S08000020"," ",2,"SMR04"," ","370"," ","547.85"," ","280"," ","414.59"," ","70"," ","103.65"," "
"2005/06","S08000020"," ",3,"SMR04"," ","540"," ","423.45"," ","420"," ","329.35"," ","150"," ","117.63"," "
"2005/06","S08000020"," ",4,"SMR04"," ","390"," ","267.39"," ","300"," ","205.69"," ","80"," ","54.85"," "
"2005/06","S08000020"," ",5,"SMR04"," ","380"," ","234.88"," ","290"," ","179.25"," ","90"," ","55.63"," "
"2005/06","S08000031"," ",1,"SMR04"," ","3820"," ","905.12"," ","2680"," ","635.01"," ","670"," ","158.75"," "
"2005/06","S08000031"," ",2,"SMR04"," ","1030"," ","533.03"," ","750"," ","388.13"," ","290"," ","150.08"," "
"2005/06","S08000031"," ",3,"SMR04"," ","590"," ","408.26"," ","430"," ","297.55"," ","130"," ","89.96"," "
"2005/06","S08000031"," ",4,"SMR04"," ","480"," ","336.6"," ","350"," ","245.44"," ","170"," ","119.21"," "
"2005/06","S08000031"," ",5,"SMR04"," ","420"," ","201.53"," ","310"," ","148.75"," ","110"," ","52.78"," "
"2005/06","S08000022"," ",1,"SMR04"," ","250"," ","993.21"," ","190"," ","754.84"," ","30"," ","119.18"," "
"2005/06","S08000022"," ",2,"SMR04"," ","390"," ","682.35"," ","300"," ","524.89"," ","50"," ","87.48"," "
"2005/06","S08000022"," ",3,"SMR04"," ","480"," ","400.41"," ","370"," ","308.65"," ","120"," ","100.1"," "
"2005/06","S08000022"," ",4,"SMR04"," ","290"," ","371.07"," ","220"," ","281.5"," ","60"," ","76.77"," "
"2005/06","S08000022"," ",5,"SMR04"," ","50"," ","178.21"," ","40"," ","142.57"," ","10"," ","35.64"," "
"2005/06","S08000032"," ",1,"SMR04"," ","1200"," ","719.91"," ","820"," ","491.94"," ","200"," ","119.98"," "
"2005/06","S08000032"," ",2,"SMR04"," ","830"," ","507.1"," ","600"," ","366.58"," ","170"," ","103.86"," "
"2005/06","S08000032"," ",3,"SMR04"," ","520"," ","380.91"," ","380"," ","278.36"," ","180"," ","131.85"," "
"2005/06","S08000032"," ",4,"SMR04"," ","230"," ","249.25"," ","170"," ","184.23"," ","40"," ","43.35"," "
"2005/06","S08000032"," ",5,"SMR04"," ","120"," ","160.36"," ","90"," ","120.27"," ","20"," ","26.73"," "
"2005/06","S08000024"," ",1,"SMR04"," ","930"," ","966.79"," ","640"," ","665.32"," ","120"," ","124.75"," "
"2005/06","S08000024"," ",2,"SMR04"," ","1190"," ","743.68"," ","790"," ","493.71"," ","180"," ","112.49"," "
"2005/06","S08000024"," ",3,"SMR04"," ","840"," ","678.69"," ","540"," ","436.3"," ","130"," ","105.04"," "
"2005/06","S08000024"," ",4,"SMR04"," ","650"," ","443.8"," ","440"," ","300.42"," ","120"," ","81.93"," "
"2005/06","S08000024"," ",5,"SMR04"," ","770"," ","295.21"," ","520"," ","199.36"," ","150"," ","57.51"," "
"2005/06","S08000025"," ",1,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2005/06","S08000025"," ",2,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2005/06","S08000025"," ",3,"SMR04"," ","20"," ","214.82"," ","10"," ","107.41"," ","0"," ","0"," "
"2005/06","S08000025"," ",4,"SMR04"," ","10"," ","124.69"," ","10"," ","124.69"," ","0"," ","0"," "
"2005/06","S08000025"," ",5,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2005/06","S08000026"," ",1,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2005/06","S08000026"," ",2,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2005/06","S08000026"," ",3,"SMR04"," ","10"," ","79.43"," ","10"," ","79.43"," ","0"," ","0"," "
"2005/06","S08000026"," ",4,"SMR04"," ","10"," ","164.69"," ","10"," ","164.69"," ","0"," ","0"," "
"2005/06","S08000026"," ",5,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2005/06","S08000030"," ",1,"SMR04"," ","720"," ","1004.18"," ","490"," ","683.4"," ","100"," ","139.47"," "
"2005/06","S08000030"," ",2,"SMR04"," ","460"," ","668.93"," ","340"," ","494.42"," ","70"," ","101.79"," "
"2005/06","S08000030"," ",3,"SMR04"," ","320"," ","487.98"," ","230"," ","350.73"," ","90"," ","137.24"," "
"2005/06","S08000030"," ",4,"SMR04"," ","410"," ","343.2"," ","310"," ","259.49"," ","90"," ","75.34"," "
"2005/06","S08000030"," ",5,"SMR04"," ","160"," ","237.07"," ","120"," ","177.8"," ","40"," ","59.27"," "
"2005/06","S08000028"," ",1,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2005/06","S08000028"," ",2,"SMR04"," ","110"," ","621.22"," ","80"," ","451.8"," ","30"," ","169.42"," "
"2005/06","S08000028"," ",3,"SMR04"," ","60"," ","650.55"," ","40"," ","433.7"," ","10"," ","108.42"," "
"2005/06","S08000028"," ",4,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2005/06","S08000028"," ",5,"SMR04"," ","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2006/07","S08000015"," ",1,"SMR04"," ","680"," ","795.69"," ","480"," ","561.67"," ","120"," ","140.42"," "
"2006/07","S08000015"," ",2,"SMR04"," ","580"," ","530.25"," ","420"," ","383.97"," ","110"," ","100.56"," "
"2006/07","S08000015"," ",3,"SMR04"," ","240"," ","397.49"," ","170"," ","281.55"," ","50"," ","82.81"," "
"2006/07","S08000015"," ",4,"SMR04"," ","130"," ","233.9"," ","90"," ","161.93"," ","30"," ","53.98"," "
"2006/07","S08000015"," ",5,"SMR04"," ","120"," ","205"," ","100"," ","170.83"," ","30"," ","51.25"," "
"2006/07","S08000016"," ",1,"SMR04"," ","30"," ","650.2"," ","20"," ","433.46"," ","0"," ","0"," "
"2006/07","S08000016"," ",2,"SMR04"," ","120"," ","1123.6"," ","60"," ","561.8"," ","20"," ","187.27"," "
"2006/07","S08000016"," ",3,"SMR04"," ","320"," ","981.72"," ","150"," ","460.18"," ","30"," ","92.04"," "
"2006/07","S08000016"," ",4,"SMR04"," ","260"," ","536.99"," ","150"," ","309.8"," ","50"," ","103.27"," "
