"FinancialYear","HBR","HBRQF","SIMD","Dataset","DatasetQF","DischargeCount","DischargeCountQF","DischargeRates","DischargeRatesQF","PatientsCount","PatientCountQF","PatientsRates","PatientRatesQF","HospitalResidentsCount","HospitalResidentsCountQF","HospitalResidentsRates","HospitalResidentsRatesQF"
"2013/14","S08000028"," ",3,"SMR01"," ","70"," ","447.03"," ","50"," ","319.31"," "," ",":"," ",":"
"2013/14","S08000028"," ",4,"SMR01"," ","0"," ","0"," ","0"," ","0"," "," ",":"," ",":"
"2013/14","S08000028"," ",5,"SMR01"," ","0"," ","0"," ","0"," ","0"," "," ",":"," ",":"
"2014/15","S08000015"," ",1,"SMR01"," ","550"," ","480.88"," ","320"," ","279.79"," "," ",":"," ",":"
"2014/15","S08000015"," ",2,"SMR01"," ","260"," ","288.87"," ","160"," ","177.76"," "," ",":"," ",":"
"2014/15","S08000015"," ",3,"SMR01"," ","140"," ","219.36"," ","90"," ","141.02"," "," ",":"," ",":"
"2014/15","S08000015"," ",4,"SMR01"," ","100"," ","188.76"," ","60"," ","113.26"," "," ",":"," ",":"
"2014/15","S08000015"," ",5,"SMR01"," ","80"," ","160.12"," ","50"," ","100.07"," "," ",":"," ",":"
"2014/15","S08000016"," ",1,"SMR01"," ","30"," ","455.72"," ","20"," ","303.81"," "," ",":"," ",":"
"2014/15","S08000016"," ",2,"SMR01"," ","60"," ","327.96"," ","40"," ","218.64"," "," ",":"," ",":"
"2014/15","S08000016"," ",3,"SMR01"," ","90"," ","236.11"," ","60"," ","157.41"," "," ",":"," ",":"
"2014/15","S08000016"," ",4,"SMR01"," ","80"," ","200.01"," ","60"," ","150.01"," "," ",":"," ",":"
"2014/15","S08000016"," ",5,"SMR01"," ","10"," ","90.53"," ","10"," ","90.53"," "," ",":"," ",":"
"2014/15","S08000017"," ",1,"SMR01"," ","50"," ","399.87"," ","30"," ","239.92"," "," ",":"," ",":"
"2014/15","S08000017"," ",2,"SMR01"," ","160"," ","380.92"," ","90"," ","214.27"," "," ",":"," ",":"
"2014/15","S08000017"," ",3,"SMR01"," ","200"," ","360.92"," ","80"," ","144.37"," "," ",":"," ",":"
"2014/15","S08000017"," ",4,"SMR01"," ","70"," ","260.42"," ","40"," ","148.81"," "," ",":"," ",":"
"2014/15","S08000017"," ",5,"SMR01"," ","70"," ","532"," ","20"," ","152"," "," ",":"," ",":"
"2014/15","S08000029"," ",1,"SMR01"," ","350"," ","472.29"," ","210"," ","283.37"," "," ",":"," ",":"
"2014/15","S08000029"," ",2,"SMR01"," ","330"," ","445.48"," ","200"," ","269.99"," "," ",":"," ",":"
"2014/15","S08000029"," ",3,"SMR01"," ","220"," ","277.32"," ","130"," ","163.87"," "," ",":"," ",":"
"2014/15","S08000029"," ",4,"SMR01"," ","160"," ","256.06"," ","100"," ","160.04"," "," ",":"," ",":"
"2014/15","S08000029"," ",5,"SMR01"," ","130"," ","168.28"," ","90"," ","116.5"," "," ",":"," ",":"
"2014/15","S08000019"," ",1,"SMR01"," ","170"," ","355.74"," ","100"," ","209.26"," "," ",":"," ",":"
"2014/15","S08000019"," ",2,"SMR01"," ","210"," ","291.61"," ","120"," ","166.63"," "," ",":"," ",":"
"2014/15","S08000019"," ",3,"SMR01"," ","80"," ","149.86"," ","60"," ","112.4"," "," ",":"," ",":"
"2014/15","S08000019"," ",4,"SMR01"," ","70"," ","108.72"," ","40"," ","62.13"," "," ",":"," ",":"
"2014/15","S08000019"," ",5,"SMR01"," ","60"," ","95.5"," ","40"," ","63.67"," "," ",":"," ",":"
"2014/15","S08000020"," ",1,"SMR01"," ","90"," ","347.13"," ","60"," ","231.42"," "," ",":"," ",":"
"2014/15","S08000020"," ",2,"SMR01"," ","200"," ","242.23"," ","140"," ","169.56"," "," ",":"," ",":"
"2014/15","S08000020"," ",3,"SMR01"," ","200"," ","177.48"," ","150"," ","133.11"," "," ",":"," ",":"
"2014/15","S08000020"," ",4,"SMR01"," ","250"," ","149.45"," ","190"," ","113.59"," "," ",":"," ",":"
"2014/15","S08000020"," ",5,"SMR01"," ","220"," ","112.38"," ","160"," ","81.73"," "," ",":"," ",":"
"2014/15","S08000031"," ",1,"SMR01"," ","2960"," ","715.98"," ","1370"," ","331.38"," "," ",":"," ",":"
"2014/15","S08000031"," ",2,"SMR01"," ","920"," ","458.17"," ","440"," ","219.13"," "," ",":"," ",":"
"2014/15","S08000031"," ",3,"SMR01"," ","460"," ","293.3"," ","240"," ","153.03"," "," ",":"," ",":"
"2014/15","S08000031"," ",4,"SMR01"," ","410"," ","262"," ","200"," ","127.8"," "," ",":"," ",":"
"2014/15","S08000031"," ",5,"SMR01"," ","350"," ","162.76"," ","160"," ","74.4"," "," ",":"," ",":"
"2014/15","S08000022"," ",1,"SMR01"," ","200"," ","853.72"," ","120"," ","512.23"," "," ",":"," ",":"
"2014/15","S08000022"," ",2,"SMR01"," ","290"," ","487.62"," ","180"," ","302.66"," "," ",":"," ",":"
"2014/15","S08000022"," ",3,"SMR01"," ","380"," ","346.1"," ","230"," ","209.48"," "," ",":"," ",":"
"2014/15","S08000022"," ",4,"SMR01"," ","250"," ","256.1"," ","120"," ","122.93"," "," ",":"," ",":"
"2014/15","S08000022"," ",5,"SMR01"," ","100"," ","328.77"," ","40"," ","131.51"," "," ",":"," ",":"
"2014/15","S08000032"," ",1,"SMR01"," ","1250"," ","729.44"," ","580"," ","338.46"," "," ",":"," ",":"
"2014/15","S08000032"," ",2,"SMR01"," ","930"," ","522.47"," ","440"," ","247.19"," "," ",":"," ",":"
"2014/15","S08000032"," ",3,"SMR01"," ","450"," ","371.17"," ","220"," ","181.46"," "," ",":"," ",":"
"2014/15","S08000032"," ",4,"SMR01"," ","260"," ","240.89"," ","120"," ","111.18"," "," ",":"," ",":"
"2014/15","S08000032"," ",5,"SMR01"," ","180"," ","240.75"," ","90"," ","120.38"," "," ",":"," ",":"
"2014/15","S08000024"," ",1,"SMR01"," ","550"," ","500.35"," ","340"," ","309.31"," "," ",":"," ",":"
"2014/15","S08000024"," ",2,"SMR01"," ","760"," ","431.9"," ","430"," ","244.36"," "," ",":"," ",":"
"2014/15","S08000024"," ",3,"SMR01"," ","450"," ","294.36"," ","280"," ","183.15"," "," ",":"," ",":"
"2014/15","S08000024"," ",4,"SMR01"," ","380"," ","249.42"," ","220"," ","144.4"," "," ",":"," ",":"
"2014/15","S08000024"," ",5,"SMR01"," ","580"," ","217.23"," ","290"," ","108.61"," "," ",":"," ",":"
"2014/15","S08000025"," ",1,"SMR01"," ","0"," ","0"," ","0"," ","0"," "," ",":"," ",":"
"2014/15","S08000025"," ",2,"SMR01"," ","20"," ","637.96"," ","10"," ","318.98"," "," ",":"," ",":"
"2014/15","S08000025"," ",3,"SMR01"," ","30"," ","447.89"," ","20"," ","298.6"," "," ",":"," ",":"
"2014/15","S08000025"," ",4,"SMR01"," ","30"," ","294.18"," ","20"," ","196.12"," "," ",":"," ",":"
"2014/15","S08000025"," ",5,"SMR01"," ","0"," ","0"," ","0"," ","0"," "," ",":"," ",":"
"2014/15","S08000026"," ",1,"SMR01"," ","0"," ","0"," ","0"," ","0"," "," ",":"," ",":"
"2014/15","S08000026"," ",2,"SMR01"," ","0"," ","0"," ","0"," ","0"," "," ",":"," ",":"
"2014/15","S08000026"," ",3,"SMR01"," ","40"," ","534.69"," ","30"," ","401.02"," "," ",":"," ",":"
"2014/15","S08000026"," ",4,"SMR01"," ","40"," ","266.51"," ","30"," ","199.88"," "," ",":"," ",":"
"2014/15","S08000026"," ",5,"SMR01"," ","0"," ","0"," ","0"," ","0"," "," ",":"," ",":"
"2014/15","S08000030"," ",1,"SMR01"," ","220"," ","313.71"," ","150"," ","213.89"," "," ",":"," ",":"
"2014/15","S08000030"," ",2,"SMR01"," ","200"," ","301.25"," ","130"," ","195.82"," "," ",":"," ",":"
"2014/15","S08000030"," ",3,"SMR01"," ","190"," ","206.11"," ","120"," ","130.18"," "," ",":"," ",":"
"2014/15","S08000030"," ",4,"SMR01"," ","190"," ","165.21"," ","130"," ","113.04"," "," ",":"," ",":"
"2014/15","S08000030"," ",5,"SMR01"," ","100"," ","142.67"," ","60"," ","85.6"," "," ",":"," ",":"
"2014/15","S08000028"," ",1,"SMR01"," ","0"," ","0"," ","0"," ","0"," "," ",":"," ",":"
"2014/15","S08000028"," ",2,"SMR01"," ","30"," ","461.82"," ","20"," ","307.88"," "," ",":"," ",":"
"2014/15","S08000028"," ",3,"SMR01"," ","40"," ","208.5"," ","30"," ","156.37"," "," ",":"," ",":"
"2014/15","S08000028"," ",4,"SMR01"," ","10"," ","637.35"," ","0"," ","0"," "," ",":"," ",":"
"2014/15","S08000028"," ",5,"SMR01"," ","0"," ","0"," ","0"," ","0"," "," ",":"," ",":"
"2015/16","S08000015"," ",1,"SMR01"," ","590"," ","517.27"," ","320"," ","280.55"," "," ",":"," ",":"
"2015/16","S08000015"," ",2,"SMR01"," ","310"," ","344.79"," ","180"," ","200.2"," "," ",":"," ",":"
"2015/16","S08000015"," ",3,"SMR01"," ","170"," ","266.98"," ","110"," ","172.75"," "," ",":"," ",":"
"2015/16","S08000015"," ",4,"SMR01"," ","90"," ","169.49"," ","50"," ","94.16"," "," ",":"," ",":"
"2015/16","S08000015"," ",5,"SMR01"," ","100"," ","200.63"," ","60"," ","120.38"," "," ",":"," ",":"
"2015/16","S08000016"," ",1,"SMR01"," ","20"," ","305.2"," ","20"," ","305.2"," "," ",":"," ",":"
"2015/16","S08000016"," ",2,"SMR01"," ","80"," ","441.28"," ","40"," ","220.64"," "," ",":"," ",":"
"2015/16","S08000016"," ",3,"SMR01"," ","90"," ","236.67"," ","60"," ","157.78"," "," ",":"," ",":"
"2015/16","S08000016"," ",4,"SMR01"," ","80"," ","198.26"," ","50"," ","123.91"," "," ",":"," ",":"
"2015/16","S08000016"," ",5,"SMR01"," ","20"," ","182.33"," ","10"," ","91.17"," "," ",":"," ",":"
"2015/16","S08000017"," ",1,"SMR01"," ","50"," ","398.66"," ","30"," ","239.2"," "," ",":"," ",":"
"2015/16","S08000017"," ",2,"SMR01"," ","160"," ","383.48"," ","80"," ","191.74"," "," ",":"," ",":"
"2015/16","S08000017"," ",3,"SMR01"," ","220"," ","398.14"," ","100"," ","180.97"," "," ",":"," ",":"
"2015/16","S08000017"," ",4,"SMR01"," ","90"," ","336.21"," ","50"," ","186.78"," "," ",":"," ",":"
"2015/16","S08000017"," ",5,"SMR01"," ","80"," ","597.95"," ","20"," ","149.49"," "," ",":"," ",":"
"2015/16","S08000029"," ",1,"SMR01"," ","340"," ","458.38"," ","200"," ","269.63"," "," ",":"," ",":"
"2015/16","S08000029"," ",2,"SMR01"," ","300"," ","404.54"," ","180"," ","242.72"," "," ",":"," ",":"
"2015/16","S08000029"," ",3,"SMR01"," ","260"," ","328.68"," ","150"," ","189.62"," "," ",":"," ",":"
"2015/16","S08000029"," ",4,"SMR01"," ","180"," ","286.53"," ","100"," ","159.18"," "," ",":"," ",":"
"2015/16","S08000029"," ",5,"SMR01"," ","140"," ","179.9"," ","80"," ","102.8"," "," ",":"," ",":"
"2015/16","S08000019"," ",1,"SMR01"," ","170"," ","353.2"," ","100"," ","207.76"," "," ",":"," ",":"
"2015/16","S08000019"," ",2,"SMR01"," ","140"," ","193.8"," ","90"," ","124.59"," "," ",":"," ",":"
"2015/16","S08000019"," ",3,"SMR01"," ","100"," ","186.78"," ","60"," ","112.07"," "," ",":"," ",":"
"2015/16","S08000019"," ",4,"SMR01"," ","80"," ","123.54"," ","50"," ","77.21"," "," ",":"," ",":"
"2015/16","S08000019"," ",5,"SMR01"," ","70"," ","109.4"," ","50"," ","78.15"," "," ",":"," ",":"
"2015/16","S08000020"," ",1,"SMR01"," ","130"," ","496.24"," ","90"," ","343.55"," "," ",":"," ",":"
"2015/16","S08000020"," ",2,"SMR01"," ","300"," ","361.76"," ","210"," ","253.23"," "," ",":"," ",":"
"2015/16","S08000020"," ",3,"SMR01"," ","240"," ","211.66"," ","170"," ","149.93"," "," ",":"," ",":"
"2015/16","S08000020"," ",4,"SMR01"," ","260"," ","154.05"," ","190"," ","112.58"," "," ",":"," ",":"
"2015/16","S08000020"," ",5,"SMR01"," ","260"," ","132.29"," ","180"," ","91.59"," "," ",":"," ",":"
"2015/16","S08000031"," ",1,"SMR01"," ","3560"," ","856.33"," ","1540"," ","370.44"," "," ",":"," ",":"
"2015/16","S08000031"," ",2,"SMR01"," ","1040"," ","514.79"," ","450"," ","222.75"," "," ",":"," ",":"
"2015/16","S08000031"," ",3,"SMR01"," ","600"," ","380.75"," ","280"," ","177.69"," "," ",":"," ",":"
"2015/16","S08000031"," ",4,"SMR01"," ","500"," ","317.71"," ","220"," ","139.79"," "," ",":"," ",":"
"2015/16","S08000031"," ",5,"SMR01"," ","510"," ","234.83"," ","220"," ","101.3"," "," ",":"," ",":"
"2015/16","S08000022"," ",1,"SMR01"," ","210"," ","902.37"," ","100"," ","429.7"," "," ",":"," ",":"
"2015/16","S08000022"," ",2,"SMR01"," ","300"," ","505.04"," ","190"," ","319.86"," "," ",":"," ",":"
"2015/16","S08000022"," ",3,"SMR01"," ","350"," ","319.31"," ","230"," ","209.83"," "," ",":"," ",":"
"2015/16","S08000022"," ",4,"SMR01"," ","270"," ","274.69"," ","140"," ","142.43"," "," ",":"," ",":"
"2015/16","S08000022"," ",5,"SMR01"," ","60"," ","197.23"," ","30"," ","98.62"," "," ",":"," ",":"
"2015/16","S08000032"," ",1,"SMR01"," ","1280"," ","748.12"," ","540"," ","315.61"," "," ",":"," ",":"
"2015/16","S08000032"," ",2,"SMR01"," ","1040"," ","585.11"," ","440"," ","247.55"," "," ",":"," ",":"
"2015/16","S08000032"," ",3,"SMR01"," ","520"," ","426.78"," ","230"," ","188.77"," "," ",":"," ",":"
"2015/16","S08000032"," ",4,"SMR01"," ","290"," ","266.12"," ","120"," ","110.12"," "," ",":"," ",":"
"2015/16","S08000032"," ",5,"SMR01"," ","220"," ","293.99"," ","80"," ","106.9"," "," ",":"," ",":"
"2015/16","S08000024"," ",1,"SMR01"," ","580"," ","520.48"," ","340"," ","305.11"," "," ",":"," ",":"
"2015/16","S08000024"," ",2,"SMR01"," ","790"," ","442.97"," ","460"," ","257.93"," "," ",":"," ",":"
"2015/16","S08000024"," ",3,"SMR01"," ","470"," ","304.29"," ","290"," ","187.75"," "," ",":"," ",":"
"2015/16","S08000024"," ",4,"SMR01"," ","380"," ","245.42"," ","210"," ","135.63"," "," ",":"," ",":"
"2015/16","S08000024"," ",5,"SMR01"," ","620"," ","230.72"," ","340"," ","126.52"," "," ",":"," ",":"
"2015/16","S08000025"," ",1,"SMR01"," ","0"," ","0"," ","0"," ","0"," "," ",":"," ",":"
"2015/16","S08000025"," ",2,"SMR01"," ","10"," ","328.62"," ","10"," ","328.62"," "," ",":"," ",":"
"2015/16","S08000025"," ",3,"SMR01"," ","20"," ","296.69"," ","20"," ","296.69"," "," ",":"," ",":"
"2015/16","S08000025"," ",4,"SMR01"," ","20"," ","194.89"," ","10"," ","97.45"," "," ",":"," ",":"
"2015/16","S08000025"," ",5,"SMR01"," ","0"," ","0"," ","0"," ","0"," "," ",":"," ",":"
"2015/16","S08000026"," ",1,"SMR01"," ","0"," ","0"," ","0"," ","0"," "," ",":"," ",":"
"2015/16","S08000026"," ",2,"SMR01"," ","10"," ","1369.86"," ","10"," ","1369.86"," "," ",":"," ",":"
"2015/16","S08000026"," ",3,"SMR01"," ","30"," ","402.58"," ","20"," ","268.38"," "," ",":"," ",":"
"2015/16","S08000026"," ",4,"SMR01"," ","30"," ","199.76"," ","20"," ","133.17"," "," ",":"," ",":"
"2015/16","S08000026"," ",5,"SMR01"," ","0"," ","0"," ","0"," ","0"," "," ",":"," ",":"
"2015/16","S08000030"," ",1,"SMR01"," ","310"," ","441.33"," ","180"," ","256.26"," "," ",":"," ",":"
"2015/16","S08000030"," ",2,"SMR01"," ","250"," ","376.18"," ","150"," ","225.71"," "," ",":"," ",":"
"2015/16","S08000030"," ",3,"SMR01"," ","260"," ","281.8"," ","160"," ","173.42"," "," ",":"," ",":"
"2015/16","S08000030"," ",4,"SMR01"," ","230"," ","199"," ","150"," ","129.78"," "," ",":"," ",":"
"2015/16","S08000030"," ",5,"SMR01"," ","110"," ","156.02"," ","70"," ","99.29"," "," ",":"," ",":"
"2015/16","S08000028"," ",1,"SMR01"," ","0"," ","0"," ","0"," ","0"," "," ",":"," ",":"
"2015/16","S08000028"," ",2,"SMR01"," ","30"," ","470.07"," ","20"," ","313.38"," "," ",":"," ",":"
"2015/16","S08000028"," ",3,"SMR01"," ","80"," ","418.87"," ","50"," ","261.79"," "," ",":"," ",":"
"2015/16","S08000028"," ",4,"SMR01"," ","10"," ","629.33"," ","0"," ","0"," "," ",":"," ",":"
"2015/16","S08000028"," ",5,"SMR01"," ","0"," ","0"," ","0"," ","0"," "," ",":"," ",":"
"2016/17","S08000015"," ",1,"SMR01"," ","730"," ","640.1"," ","360"," ","315.66"," "," ",":"," ",":"
"2016/17","S08000015"," ",2,"SMR01"," ","380"," ","422.76"," ","200"," ","222.51"," "," ",":"," ",":"
"2016/17","S08000015"," ",3,"SMR01"," ","170"," ","266.27"," ","110"," ","172.29"," "," ",":"," ",":"
"2016/17","S08000015"," ",4,"SMR01"," ","120"," ","225.56"," ","80"," ","150.38"," "," ",":"," ",":"
"2016/17","S08000015"," ",5,"SMR01"," ","110"," ","221.84"," ","70"," ","141.17"," "," ",":"," ",":"
"2016/17","S08000016"," ",1,"SMR01"," ","20"," ","301.39"," ","20"," ","301.39"," "," ",":"," ",":"
"2016/17","S08000016"," ",2,"SMR01"," ","80"," ","443.63"," ","50"," ","277.27"," "," ",":"," ",":"
"2016/17","S08000016"," ",3,"SMR01"," ","110"," ","288.96"," ","70"," ","183.89"," "," ",":"," ",":"
"2016/17","S08000016"," ",4,"SMR01"," ","40"," ","98.45"," ","30"," ","73.84"," "," ",":"," ",":"
"2016/17","S08000016"," ",5,"SMR01"," ","10"," ","89.57"," ","10"," ","89.57"," "," ",":"," ",":"
"2016/17","S08000017"," ",1,"SMR01"," ","130"," ","1044.26"," ","50"," ","401.64"," "," ",":"," ",":"
"2016/17","S08000017"," ",2,"SMR01"," ","190"," ","456.51"," ","80"," ","192.22"," "," ",":"," ",":"
"2016/17","S08000017"," ",3,"SMR01"," ","220"," ","397.54"," ","100"," ","180.7"," "," ",":"," ",":"
"2016/17","S08000017"," ",4,"SMR01"," ","120"," ","450.84"," ","50"," ","187.85"," "," ",":"," ",":"
"2016/17","S08000017"," ",5,"SMR01"," ","40"," ","296.45"," ","20"," ","148.23"," "," ",":"," ",":"
"2016/17","S08000029"," ",1,"SMR01"," ","420"," ","565.91"," ","240"," ","323.38"," "," ",":"," ",":"
"2016/17","S08000029"," ",2,"SMR01"," ","370"," ","497.08"," ","200"," ","268.69"," "," ",":"," ",":"
"2016/17","S08000029"," ",3,"SMR01"," ","330"," ","415.64"," ","190"," ","239.31"," "," ",":"," ",":"
"2016/17","S08000029"," ",4,"SMR01"," ","170"," ","268.19"," ","100"," ","157.76"," "," ",":"," ",":"
"2016/17","S08000029"," ",5,"SMR01"," ","140"," ","177.45"," ","80"," ","101.4"," "," ",":"," ",":"
"2016/17","S08000019"," ",1,"SMR01"," ","150"," ","310.34"," ","100"," ","206.89"," "," ",":"," ",":"
"2016/17","S08000019"," ",2,"SMR01"," ","210"," ","288.8"," ","120"," ","165.03"," "," ",":"," ",":"
"2016/17","S08000019"," ",3,"SMR01"," ","150"," ","280.36"," ","90"," ","168.22"," "," ",":"," ",":"
"2016/17","S08000019"," ",4,"SMR01"," ","110"," ","168.71"," ","60"," ","92.02"," "," ",":"," ",":"
"2016/17","S08000019"," ",5,"SMR01"," ","80"," ","123.59"," ","40"," ","61.8"," "," ",":"," ",":"
"2016/17","S08000020"," ",1,"SMR01"," ","120"," ","461.86"," ","80"," ","307.91"," "," ",":"," ",":"
"2016/17","S08000020"," ",2,"SMR01"," ","290"," ","350.94"," ","190"," ","229.93"," "," ",":"," ",":"
"2016/17","S08000020"," ",3,"SMR01"," ","280"," ","246.39"," ","190"," ","167.19"," "," ",":"," ",":"
"2016/17","S08000020"," ",4,"SMR01"," ","320"," ","188.83"," ","200"," ","118.02"," "," ",":"," ",":"
"2016/17","S08000020"," ",5,"SMR01"," ","300"," ","152.77"," ","190"," ","96.75"," "," ",":"," ",":"
"2016/17","S08000031"," ",1,"SMR01"," ","4400"," ","1046.87"," ","1790"," ","425.89"," "," ",":"," ",":"
"2016/17","S08000031"," ",2,"SMR01"," ","1340"," ","658.16"," ","540"," ","265.23"," "," ",":"," ",":"
"2016/17","S08000031"," ",3,"SMR01"," ","710"," ","447.57"," ","310"," ","195.42"," "," ",":"," ",":"
"2016/17","S08000031"," ",4,"SMR01"," ","510"," ","320.28"," ","230"," ","144.44"," "," ",":"," ",":"
"2016/17","S08000031"," ",5,"SMR01"," ","580"," ","264.11"," ","240"," ","109.29"," "," ",":"," ",":"
"2016/17","S08000022"," ",1,"SMR01"," ","190"," ","815.7"," ","110"," ","472.24"," "," ",":"," ",":"
"2016/17","S08000022"," ",2,"SMR01"," ","360"," ","606.89"," ","210"," ","354.02"," "," ",":"," ",":"
"2016/17","S08000022"," ",3,"SMR01"," ","340"," ","309.38"," ","230"," ","209.29"," "," ",":"," ",":"
"2016/17","S08000022"," ",4,"SMR01"," ","270"," ","274.28"," ","150"," ","152.38"," "," ",":"," ",":"
"2016/17","S08000022"," ",5,"SMR01"," ","70"," ","226.15"," ","40"," ","129.23"," "," ",":"," ",":"
"2016/17","S08000032"," ",1,"SMR01"," ","1420"," ","830.03"," ","610"," ","356.56"," "," ",":"," ",":"
"2016/17","S08000032"," ",2,"SMR01"," ","1000"," ","564.26"," ","450"," ","253.92"," "," ",":"," ",":"
"2016/17","S08000032"," ",3,"SMR01"," ","680"," ","551.67"," ","290"," ","235.27"," "," ",":"," ",":"
"2016/17","S08000032"," ",4,"SMR01"," ","310"," ","281.64"," ","140"," ","127.19"," "," ",":"," ",":"
"2016/17","S08000032"," ",5,"SMR01"," ","160"," ","213.73"," ","80"," ","106.87"," "," ",":"," ",":"
"2016/17","S08000024"," ",1,"SMR01"," ","580"," ","514.88"," ","330"," ","292.95"," "," ",":"," ",":"
"2016/17","S08000024"," ",2,"SMR01"," ","770"," ","425.47"," ","430"," ","237.6"," "," ",":"," ",":"
"2016/17","S08000024"," ",3,"SMR01"," ","540"," ","344.77"," ","290"," ","185.16"," "," ",":"," ",":"
"2016/17","S08000024"," ",4,"SMR01"," ","380"," ","240.42"," ","210"," ","132.86"," "," ",":"," ",":"
"2016/17","S08000024"," ",5,"SMR01"," ","590"," ","217.16"," ","290"," ","106.74"," "," ",":"," ",":"
"2016/17","S08000025"," ",1,"SMR01"," ","0"," ","0"," ","0"," ","0"," "," ",":"," ",":"
"2016/17","S08000025"," ",2,"SMR01"," ","10"," ","328.73"," ","0"," ","0"," "," ",":"," ",":"
"2016/17","S08000025"," ",3,"SMR01"," ","20"," ","294.2"," ","10"," ","147.1"," "," ",":"," ",":"
"2016/17","S08000025"," ",4,"SMR01"," ","10"," ","96.99"," ","10"," ","96.99"," "," ",":"," ",":"
"2016/17","S08000025"," ",5,"SMR01"," ","0"," ","0"," ","0"," ","0"," "," ",":"," ",":"
"2016/17","S08000026"," ",1,"SMR01"," ","0"," ","0"," ","0"," ","0"," "," ",":"," ",":"
"2016/17","S08000026"," ",2,"SMR01"," ","10"," ","1335.11"," ","10"," ","1335.11"," "," ",":"," ",":"
"2016/17","S08000026"," ",3,"SMR01"," ","30"," ","404.69"," ","20"," ","269.8"," "," ",":"," ",":"
"2016/17","S08000026"," ",4,"SMR01"," ","30"," ","199.49"," ","30"," ","199.49"," "," ",":"," ",":"
"2016/17","S08000026"," ",5,"SMR01"," ","0"," ","0"," ","0"," ","0"," "," ",":"," ",":"
"2016/17","S08000030"," ",1,"SMR01"," ","290"," ","413.26"," ","170"," ","242.26"," "," ",":"," ",":"
"2016/17","S08000030"," ",2,"SMR01"," ","300"," ","452.49"," ","170"," ","256.41"," "," ",":"," ",":"
"2016/17","S08000030"," ",3,"SMR01"," ","250"," ","270.99"," ","150"," ","162.59"," "," ",":"," ",":"
"2016/17","S08000030"," ",4,"SMR01"," ","280"," ","241.41"," ","150"," ","129.33"," "," ",":"," ",":"
"2016/17","S08000030"," ",5,"SMR01"," ","160"," ","226.13"," ","90"," ","127.2"," "," ",":"," ",":"
"2016/17","S08000028"," ",1,"SMR01"," ","0"," ","0"," ","0"," ","0"," "," ",":"," ",":"
"2016/17","S08000028"," ",2,"SMR01"," ","30"," ","472.89"," ","20"," ","315.26"," "," ",":"," ",":"
"2016/17","S08000028"," ",3,"SMR01"," ","80"," ","422.28"," ","50"," ","263.92"," "," ",":"," ",":"
"2016/17","S08000028"," ",4,"SMR01"," ","0"," ","0"," ","0"," ","0"," "," ",":"," ",":"
"2016/17","S08000028"," ",5,"SMR01"," ","0"," ","0"," ","0"," ","0"," "," ",":"," ",":"
"2017/18","S08000015"," ",1,"SMR01"," ","740"," ","648.55"," ","360"," ","315.51"," "," ",":"," ",":"
"2017/18","S08000015"," ",2,"SMR01"," ","370"," ","439.27"," ","180"," ","213.7"," "," ",":"," ",":"
"2017/18","S08000015"," ",3,"SMR01"," ","190"," ","280.92"," ","110"," ","162.64"," "," ",":"," ",":"
"2017/18","S08000015"," ",4,"SMR01"," ","140"," ","250.3"," ","80"," ","143.03"," "," ",":"," ",":"
"2017/18","S08000015"," ",5,"SMR01"," ","130"," ","267.96"," ","60"," ","123.68"," "," ",":"," ",":"
"2017/18","S08000016"," ",1,"SMR01"," ","40"," ","542.96"," ","20"," ","271.48"," "," ",":"," ",":"
"2017/18","S08000016"," ",2,"SMR01"," ","120"," ","617.7"," ","60"," ","308.85"," "," ",":"," ",":"
"2017/18","S08000016"," ",3,"SMR01"," ","160"," ","345.9"," ","90"," ","194.57"," "," ",":"," ",":"
"2017/18","S08000016"," ",4,"SMR01"," ","80"," ","252.56"," ","50"," ","157.85"," "," ",":"," ",":"
"2017/18","S08000016"," ",5,"SMR01"," ","10"," ","97.14"," ","0"," ","0"," "," ",":"," ",":"
"2017/18","S08000017"," ",1,"SMR01"," ","110"," ","827.81"," ","40"," ","301.02"," "," ",":"," ",":"
"2017/18","S08000017"," ",2,"SMR01"," ","180"," ","446.86"," ","80"," ","198.6"," "," ",":"," ",":"
"2017/18","S08000017"," ",3,"SMR01"," ","240"," ","419.68"," ","110"," ","192.35"," "," ",":"," ",":"
"2017/18","S08000017"," ",4,"SMR01"," ","100"," ","385.27"," ","50"," ","192.63"," "," ",":"," ",":"
"2017/18","S08000017"," ",5,"SMR01"," ","40"," ","320.28"," ","20"," ","160.14"," "," ",":"," ",":"
"2017/18","S08000029"," ",1,"SMR01"," ","560"," ","759.2"," ","320"," ","433.83"," "," ",":"," ",":"
"2017/18","S08000029"," ",2,"SMR01"," ","540"," ","683.57"," ","280"," ","354.44"," "," ",":"," ",":"
"2017/18","S08000029"," ",3,"SMR01"," ","400"," ","554.69"," ","200"," ","277.34"," "," ",":"," ",":"
"2017/18","S08000029"," ",4,"SMR01"," ","340"," ","471.97"," ","180"," ","249.86"," "," ",":"," ",":"
"2017/18","S08000029"," ",5,"SMR01"," ","210"," ","281.88"," ","120"," ","161.08"," "," ",":"," ",":"
"2017/18","S08000019"," ",1,"SMR01"," ","230"," ","443.47"," ","140"," ","269.94"," "," ",":"," ",":"
"2017/18","S08000019"," ",2,"SMR01"," ","240"," ","396.03"," ","150"," ","247.52"," "," ",":"," ",":"
"2017/18","S08000019"," ",3,"SMR01"," ","150"," ","237.7"," ","90"," ","142.62"," "," ",":"," ",":"
